Player,Team,Season,PPG,RPG,APG,WinPct,WS,MVP,ORtg,DRtg,PER,BPM,USG%,VORP,is_outlier
Carl Landry,GSW,12/13,10.8,6.0,0.8,0.573,6.2,0,116,106,17.5,-0.2,20.0,0.8,False
DeAndre Jordan,LAC,12/13,8.8,7.2,0.3,0.683,6.2,0,113,101,17.2,-0.2,15.9,0.9,False
Roy Hibbert,IND,12/13,11.9,8.3,1.4,0.605,6.1,0,101,97,17.3,-0.3,22.5,0.9,False
Anthony Davis,NOP,12/13,13.5,8.2,1.0,0.329,6.1,0,113,104,21.7,2.5,21.8,2.1,False
Jeff Teague,ATL,12/13,14.6,2.2,7.2,0.537,6.1,0,106,106,16.8,0.3,23.0,1.5,False
Larry Sanders,MIL,12/13,9.8,9.5,1.2,0.463,6.0,0,109,99,18.7,1.0,16.9,1.5,False
Andrei Kirilenko,MIN,12/13,12.4,5.7,2.8,0.378,6.0,0,113,104,17.6,3.5,17.4,2.9,False
Vince Carter,DAL,12/13,13.4,4.1,2.4,0.5,6.0,0,111,106,17.8,3.1,23.1,2.6,False
Greg Monroe,DET,12/13,16.0,9.6,3.5,0.354,5.9,0,104,105,19.5,1.8,24.8,2.6,False
Nate Robinson,CHI,12/13,13.1,2.2,4.4,0.549,5.9,0,108,105,17.4,2.8,25.1,2.5,False
Danny Green,SAS,12/13,10.5,3.0,1.8,0.707,5.9,0,110,102,14.1,2.8,16.6,2.7,False
Damian Lillard,POR,12/13,19.0,3.1,6.5,0.402,5.8,0,108,112,16.4,0.3,24.2,1.8,False
Brandon Jennings,MIL,12/13,17.5,3.1,6.5,0.463,5.8,0,106,108,16.1,1.1,23.7,2.2,False
Nicolas Batum,POR,12/13,14.3,5.6,4.9,0.402,5.8,0,109,109,15.7,2.8,18.2,3.4,False
Goran Dragić,PHO,12/13,14.7,3.1,7.4,0.305,5.7,0,109,109,17.5,1.4,21.7,2.2,False
Carlos Boozer,CHI,12/13,16.2,9.8,2.3,0.549,5.7,0,101,100,17.1,-0.1,25.8,1.2,False
Nikola Vučević,ORL,12/13,13.1,11.9,1.9,0.244,5.7,0,106,105,17.8,-0.5,19.3,0.9,True
Darren Collison,DAL,12/13,12.0,2.7,5.1,0.5,5.6,0,111,109,16.3,0.1,19.6,1.3,False
Andre Iguodala,DEN,12/13,13.0,5.3,5.4,0.695,5.6,0,105,105,15.2,2.6,18.8,3.3,False
Jarrett Jack,GSW,12/13,12.9,3.1,5.6,0.573,5.6,0,110,108,15.9,0.5,21.0,1.4,False
Kevin Garnett,BOS,12/13,14.8,7.8,2.3,0.506,5.6,0,104,99,19.2,2.6,24.5,2.3,False
Kyle Lowry,TOR,12/13,11.6,4.7,6.4,0.415,5.6,0,110,106,17.5,2.9,20.3,2.5,False
Robin Lopez,NOP,12/13,11.3,5.6,0.8,0.329,5.6,0,114,110,18.9,0.6,20.0,1.4,False
Ömer Aşık,HOU,12/13,10.1,11.7,0.9,0.549,5.5,0,105,103,14.9,-1.6,16.3,0.3,True
Lance Stephenson,IND,12/13,8.8,3.9,2.9,0.605,5.5,0,106,101,11.8,0.0,15.2,1.2,False
Jeremy Lin,HOU,12/13,13.4,3.0,6.1,0.549,5.4,0,106,107,14.9,0.3,20.8,1.5,False
Jason Kidd,NYK,12/13,6.0,4.2,3.3,0.659,5.4,0,114,103,13.5,3.3,11.6,2.7,False
Gordon Hayward,UTA,12/13,14.1,3.1,3.0,0.524,5.4,0,113,110,16.8,2.0,22.1,2.1,False
Jamal Crawford,LAC,12/13,16.5,1.7,2.5,0.683,5.4,0,109,108,16.8,1.0,26.0,1.7,False
Andre Miller,DEN,12/13,9.6,2.9,5.9,0.695,5.4,0,112,109,15.7,0.9,17.9,1.6,False
Ray Allen,MIA,12/13,10.9,2.7,1.7,0.805,5.4,0,112,107,14.7,0.3,19.3,1.2,False
Shawn Marion,DAL,12/13,12.1,7.8,2.4,0.5,5.3,0,109,104,18.0,2.2,19.0,2.1,False
Kyrie Irving,CLE,12/13,22.5,3.7,5.9,0.293,5.3,0,108,110,21.4,3.7,30.2,3.0,False
Tristan Thompson,CLE,12/13,11.7,9.4,1.3,0.293,5.2,0,108,108,16.1,-1.8,18.3,0.1,False
Nick Collison,OKC,12/13,5.1,4.1,1.5,0.732,5.2,0,123,104,13.6,0.9,11.5,1.2,False
Mario Chalmers,MIA,12/13,8.6,2.2,3.5,0.805,5.2,0,110,104,13.3,0.4,16.1,1.3,False
Tony Allen,MEM,12/13,8.9,4.6,1.2,0.683,5.1,0,102,98,13.2,0.4,17.8,1.2,False
Joe Johnson,BRK,12/13,16.2,3.0,3.5,0.598,5.1,0,109,111,14.1,0.0,21.7,1.3,False
Isaiah Thomas,SAC,12/13,13.9,2.0,4.0,0.341,5.0,0,115,115,17.5,0.5,23.0,1.3,False
Dirk Nowitzki,DAL,12/13,17.3,6.8,2.5,0.5,5.0,0,111,106,19.8,3.1,24.2,2.2,False
Andray Blatche,BRK,12/13,10.3,5.1,1.0,0.598,4.9,0,107,101,21.9,2.2,26.5,1.6,False
Dorell Wright,PHI,12/13,9.2,3.8,1.9,0.415,4.9,0,112,105,16.0,2.6,18.7,2.1,False
JaVale McGee,DEN,12/13,9.1,4.8,0.3,0.695,4.9,0,112,102,20.7,1.6,21.1,1.3,False
Jared Dudley,PHO,12/13,10.9,3.1,2.6,0.305,4.8,0,114,111,14.9,0.6,17.2,1.5,False
Kemba Walker,CHA,12/13,17.7,3.5,5.7,0.256,4.8,0,105,111,18.8,1.4,25.6,2.4,False
Brandon Bass,BOS,12/13,8.7,5.2,1.0,0.506,4.7,0,107,104,12.3,-1.9,15.5,0.1,False
DeMar DeRozan,TOR,12/13,18.1,3.9,2.5,0.415,4.7,0,105,110,14.7,-1.4,24.2,0.4,False
Jeff Green,BOS,12/13,12.8,3.9,1.6,0.506,4.7,0,104,104,15.0,-0.3,22.2,1.0,False
Wesley Matthews,POR,12/13,14.8,2.8,2.5,0.402,4.7,0,111,111,14.1,0.5,19.1,1.5,False
Monta Ellis,MIL,12/13,19.2,3.9,6.0,0.463,4.6,0,100,105,16.2,0.6,26.3,2.1,False
Metta World Peace,LAL,12/13,12.4,5.0,1.5,0.549,4.6,0,105,106,12.5,0.4,17.5,1.5,False
Manu Ginóbili,SAS,12/13,11.8,3.4,4.6,0.707,4.5,0,107,100,19.0,3.6,25.2,2.0,False
John Wall,WAS,12/13,18.5,4.0,7.6,0.354,4.5,0,105,103,20.8,3.9,29.3,2.4,True
Spencer Hawes,PHI,12/13,11.0,7.2,2.2,0.415,4.5,0,103,104,16.0,-0.5,20.9,0.9,False
Emeka Okafor,WAS,12/13,9.7,8.8,1.2,0.354,4.5,0,100,99,15.8,-0.7,19.5,0.7,False
Andre Drummond,DET,12/13,7.9,7.6,0.5,0.354,4.5,0,114,99,21.6,2.5,17.2,1.4,False
Shane Battier,MIA,12/13,6.6,2.3,1.0,0.805,4.4,0,122,107,10.7,1.0,11.0,1.4,False
Boris Diaw,SAS,12/13,5.8,3.4,2.4,0.707,4.4,0,113,103,11.9,0.8,12.0,1.2,False
Tyreke Evans,SAC,12/13,15.2,4.4,3.5,0.341,4.4,0,110,111,18.1,1.8,22.3,1.9,False
Mike Dunleavy,MIL,12/13,10.5,3.9,1.9,0.463,4.4,0,111,107,13.6,0.4,17.3,1.2,False
DeMarcus Cousins,SAC,12/13,17.1,9.9,2.7,0.341,4.4,0,102,106,20.2,0.2,28.1,1.2,False
Tyler Hansbrough,IND,12/13,7.0,4.6,0.4,0.605,4.4,0,110,101,15.3,-1.9,20.6,0.0,False
Derrick Favors,UTA,12/13,9.4,7.1,1.0,0.524,4.4,0,104,101,17.5,-0.5,20.6,0.7,False
Luis Scola,PHO,12/13,12.8,6.6,2.2,0.305,4.4,0,105,107,16.7,-0.5,23.3,0.8,False
Luke Ridnour,MIN,12/13,11.5,2.5,3.8,0.378,4.3,0,107,108,13.0,-0.8,18.3,0.8,False
Reggie Evans,BRK,12/13,4.5,11.1,0.5,0.598,4.3,0,102,100,12.8,-1.7,11.0,0.1,False
Klay Thompson,GSW,12/13,16.6,3.7,2.2,0.573,4.3,0,102,107,12.7,-0.3,21.8,1.3,False
Antawn Jamison,LAL,12/13,9.4,4.8,0.7,0.549,4.3,0,114,108,15.3,-0.1,18.7,0.8,False
Steve Nash,LAL,12/13,12.7,2.8,6.7,0.549,4.3,0,117,111,16.0,0.4,17.8,1.0,False
Josh Smith,ATL,12/13,17.5,8.4,4.2,0.537,4.2,0,97,101,17.7,1.8,26.7,2.5,False
Raymond Felton,NYK,12/13,13.9,2.9,5.5,0.659,4.2,0,105,108,15.2,0.1,22.1,1.2,False
O.J. Mayo,DAL,12/13,15.3,3.5,4.4,0.5,4.2,0,104,109,13.9,-0.5,20.9,1.1,False
Brandan Wright,DAL,12/13,8.5,4.1,0.6,0.5,4.1,0,119,105,21.0,2.5,19.0,1.3,False
Nenê,WAS,12/13,12.6,6.7,2.9,0.354,4.0,0,103,101,17.0,1.3,23.4,1.3,False
Jason Terry,BOS,12/13,10.1,2.0,2.5,0.506,4.0,0,107,107,12.8,-0.2,18.0,1.0,False
Greg Smith,HOU,12/13,6.0,4.6,0.4,0.549,4.0,0,125,105,16.1,-0.6,14.7,0.4,False
Jerryd Bayless,MEM,12/13,8.7,2.2,3.3,0.683,4.0,0,104,103,13.5,0.1,20.8,1.0,False
Steve Novak,NYK,12/13,6.6,1.9,0.4,0.659,4.0,0,125,110,11.3,0.1,13.0,0.9,False
Jonas Valančiūnas,TOR,12/13,8.9,6.0,0.7,0.415,3.9,0,113,106,15.6,-1.2,16.9,0.3,False
Corey Brewer,DEN,12/13,12.1,2.9,1.5,0.695,3.9,0,104,105,14.7,0.4,23.4,1.2,False
C.J. Watson,BRK,12/13,6.8,1.8,2.0,0.598,3.8,0,113,107,13.9,0.9,17.2,1.1,False
Greivis Vásquez,NOP,12/13,13.9,4.3,9.0,0.329,3.8,0,105,112,16.3,-0.4,23.0,1.1,True
Randy Foye,UTA,12/13,10.8,1.5,2.0,0.524,3.7,0,110,111,11.7,-0.6,18.1,0.8,False
Eric Bledsoe,LAC,12/13,8.5,3.0,3.1,0.683,3.7,0,102,101,17.5,3.5,22.5,2.2,False
Pau Gasol,LAL,12/13,13.7,8.6,4.1,0.549,3.7,0,107,106,16.7,2.0,20.5,1.7,False
Jason Thompson,SAC,12/13,10.9,6.7,1.0,0.341,3.6,0,108,111,14.6,-2.6,18.2,-0.3,False
Caron Butler,LAC,12/13,10.4,2.9,1.0,0.683,3.6,0,107,107,12.4,-1.3,20.2,0.3,False
Carlos Delfino,HOU,12/13,10.6,3.3,2.0,0.549,3.5,0,109,107,13.3,1.4,18.6,1.5,False
Dante Cunningham,MIN,12/13,8.7,5.1,0.8,0.378,3.5,0,103,105,13.3,-1.4,17.2,0.3,False
Elton Brand,DAL,12/13,7.2,6.0,1.0,0.5,3.4,0,105,102,15.2,-0.9,17.2,0.4,False
Marcin Gortat,PHO,12/13,11.1,8.5,1.2,0.305,3.4,0,104,105,15.4,-0.5,17.2,0.7,False
Jrue Holiday,PHI,12/13,17.7,4.2,8.0,0.415,3.3,0,99,107,16.7,0.5,26.6,1.9,True
Courtney Lee,BOS,12/13,7.8,2.4,1.8,0.506,3.3,0,102,104,11.7,-0.5,15.7,0.7,False
Taj Gibson,CHI,12/13,8.0,5.3,0.9,0.549,3.3,0,104,101,14.4,-1.1,18.1,0.3,False
Devin Harris,ATL,12/13,9.9,2.0,3.4,0.537,3.3,0,108,106,14.6,0.1,19.5,0.8,False
Gerald Henderson,CHA,12/13,15.5,3.7,2.6,0.256,3.3,0,107,113,16.4,-1.1,23.5,0.5,False
Anderson Varejão,CLE,12/13,14.1,14.4,3.4,0.293,3.3,0,117,104,21.7,3.7,18.7,1.3,True
Pablo Prigioni,NYK,12/13,3.5,1.8,3.0,0.659,3.2,0,116,106,13.0,0.1,11.7,0.7,False
Quincy Pondexter,MEM,12/13,6.4,2.2,1.0,0.683,3.2,0,114,104,11.0,-0.1,13.9,0.6,False
Marcus Thornton,SAC,12/13,12.7,2.5,1.3,0.341,3.2,0,111,114,16.3,0.3,23.1,1.0,False
Rajon Rondo,BOS,12/13,13.7,5.6,11.1,0.506,3.2,0,103,103,18.1,2.2,21.7,1.5,True
Udonis Haslem,MIA,12/13,3.9,5.4,0.5,0.805,3.2,0,110,103,9.9,-3.2,10.7,-0.4,False
Al-Farouq Aminu,NOP,12/13,7.3,7.7,1.4,0.329,3.1,0,101,105,13.7,-0.1,14.6,1.0,False
Chris Wilcox,BOS,12/13,4.2,3.0,0.4,0.506,3.1,0,127,101,15.3,0.0,12.1,0.4,False
Trevor Ariza,WAS,12/13,9.5,4.8,2.0,0.354,3.1,0,102,101,14.0,2.1,17.9,1.6,False
Kirk Hinrich,CHI,12/13,7.6,2.6,5.2,0.549,3.1,0,103,105,10.8,-0.9,14.7,0.5,False
Gerald Wallace,BRK,12/13,7.7,4.6,2.6,0.598,3.1,0,101,104,11.6,0.7,14.5,1.3,False
DeMarre Carroll,UTA,12/13,6.0,2.8,0.9,0.524,3.1,0,115,106,15.5,1.3,16.4,0.9,False
Wilson Chandler,DEN,12/13,13.0,5.1,1.3,0.695,3.1,0,110,105,16.6,0.5,22.7,0.7,False
Derrick Williams,MIN,12/13,12.0,5.5,0.6,0.378,3.0,0,101,105,14.5,-1.5,23.5,0.2,False
Ricky Rubio,MIN,12/13,10.7,4.0,7.3,0.378,3.0,0,99,102,16.2,1.1,21.2,1.3,False
Bradley Beal,WAS,12/13,13.9,3.8,2.4,0.354,3.0,0,102,105,13.6,0.2,22.2,1.0,False
Marco Belinelli,CHI,12/13,9.6,1.9,2.0,0.549,3.0,0,104,107,10.4,-2.3,18.7,-0.1,False
Jodie Meeks,LAL,12/13,7.9,2.2,0.9,0.549,3.0,0,109,109,11.4,-1.0,16.7,0.4,False
P.J. Tucker,PHO,12/13,6.4,4.4,1.4,0.305,2.9,0,109,109,11.6,-1.5,12.8,0.2,False
Ramon Sessions,CHA,12/13,14.4,2.8,3.8,0.256,2.9,0,109,114,17.7,-0.4,25.7,0.7,False
D.J. Augustin,IND,12/13,4.7,1.2,2.2,0.605,2.8,0,109,104,11.0,-0.6,15.1,0.5,False
Harrison Barnes,GSW,12/13,9.2,4.1,1.2,0.573,2.8,0,102,107,11.0,-1.7,17.7,0.1,False
Zaza Pachulia,ATL,12/13,5.9,6.5,1.5,0.537,2.7,0,108,104,13.1,-1.7,14.6,0.1,False
Lamar Odom,LAC,12/13,4.0,5.9,1.7,0.683,2.7,0,95,99,10.9,-0.7,13.3,0.6,False
Amar'e Stoudemire,NYK,12/13,14.2,5.0,0.4,0.659,2.7,0,118,108,22.1,0.7,25.7,0.5,False
Jared Sullinger,BOS,12/13,6.0,5.9,0.8,0.506,2.7,0,113,102,13.5,-1.9,14.9,0.0,False
Kris Humphries,BRK,12/13,5.8,5.6,0.5,0.598,2.7,0,109,105,13.6,-3.0,16.3,-0.3,False
Chris Andersen,MIA,12/13,4.9,4.1,0.4,0.805,2.7,0,125,100,17.4,-0.2,14.4,0.3,False
Ekpe Udoh,MIL,12/13,4.2,3.3,0.6,0.463,2.7,0,109,105,12.0,-1.7,12.1,0.1,False
C.J. Miles,CLE,12/13,11.2,2.7,1.0,0.293,2.6,0,107,110,15.3,1.1,23.9,1.1,False
Mike Miller,MIA,12/13,4.8,2.7,1.7,0.805,2.6,0,117,105,13.5,1.5,14.4,0.8,False
Willie Green,LAC,12/13,6.2,1.3,0.8,0.683,2.5,0,113,108,11.8,-0.8,16.6,0.3,False
Kendrick Perkins,OKC,12/13,4.2,6.0,1.4,0.732,2.5,0,94,102,8.2,-1.8,10.6,0.1,True
Matt Bonner,SAS,12/13,4.2,1.9,0.5,0.707,2.5,0,119,104,11.8,0.2,12.8,0.5,False
Reggie Jackson,OKC,12/13,5.3,2.4,1.7,0.732,2.5,0,108,104,14.2,0.1,18.6,0.5,False
Lavoy Allen,PHI,12/13,5.8,5.0,0.9,0.415,2.5,0,103,106,11.5,-3.3,14.8,-0.6,False
Rodney Stuckey,DET,12/13,11.5,2.8,3.6,0.354,2.5,0,103,111,13.0,-1.8,21.0,0.1,False
Maurice Harkless,ORL,12/13,8.2,4.4,0.7,0.244,2.4,0,101,107,12.5,-1.3,15.9,0.4,False
Meyers Leonard,POR,12/13,5.5,3.7,0.5,0.402,2.4,0,115,110,12.1,-3.3,13.9,-0.4,False
Lou Williams,ATL,12/13,14.1,2.1,3.6,0.537,2.4,0,106,107,15.9,1.0,23.6,0.9,False
Steve Blake,LAL,12/13,7.3,2.9,3.8,0.549,2.4,0,114,109,11.7,0.5,13.2,0.7,False
LeBron James,MIA,10/11,26.7,7.5,7.0,0.707,15.6,0,116,102,27.3,8.1,31.5,7.8,True
Pau Gasol,LAL,10/11,18.8,10.2,3.3,0.695,14.7,0,123,103,23.3,4.8,21.8,5.2,True
Dwight Howard,ORL,10/11,22.9,14.1,1.4,0.634,14.4,0,113,94,26.1,5.3,27.2,5.4,True
Chris Paul,NOP,10/11,15.8,4.1,9.8,0.561,13.9,0,122,103,23.7,7.1,21.1,6.7,True
Derrick Rose,CHI,10/11,25.0,4.1,7.7,0.756,13.1,1,113,103,23.5,6.8,32.2,6.7,False
Dwyane Wade,MIA,10/11,25.5,6.4,4.6,0.707,12.8,0,114,102,25.6,6.6,31.6,6.1,True
Kevin Durant,OKC,10/11,27.7,6.8,2.7,0.671,12.0,0,115,107,23.6,4.9,30.6,5.3,True
Paul Pierce,BOS,10/11,18.9,5.4,3.2,0.683,11.6,0,116,101,19.7,4.6,24.0,4.6,True
Kevin Love,MIN,10/11,20.2,15.2,2.5,0.207,11.4,0,123,108,24.3,4.4,22.9,4.2,True
Dirk Nowitzki,DAL,10/11,23.0,7.0,2.6,0.695,11.1,0,118,105,23.4,5.1,28.2,4.5,True
LaMarcus Aldridge,POR,10/11,21.8,8.8,2.1,0.585,11.1,0,114,107,21.5,2.1,25.7,3.4,True
Zach Randolph,MEM,10/11,20.1,12.2,2.2,0.561,10.5,0,115,105,22.6,2.6,25.0,3.2,True
Kobe Bryant,LAL,10/11,25.3,5.1,4.7,0.695,10.3,0,111,105,23.9,5.2,35.1,5.0,True
Chris Bosh,MIA,10/11,18.7,8.3,1.9,0.707,10.3,0,115,103,19.4,1.3,23.5,2.3,False
Lamar Odom,LAL,10/11,14.4,8.7,3.0,0.695,10.1,0,118,103,19.4,3.5,19.7,3.7,False
Al Horford,ATL,10/11,15.3,9.3,3.5,0.537,10.1,0,118,105,20.7,3.6,19.7,3.9,False
Ray Allen,BOS,10/11,16.5,3.4,2.7,0.683,10.0,0,116,104,16.4,2.9,19.8,3.6,False
Luol Deng,CHI,10/11,17.4,5.8,2.8,0.756,9.9,0,111,102,15.5,1.7,20.9,3.0,False
Manu Ginóbili,SAS,10/11,17.4,3.7,4.9,0.744,9.9,0,116,105,21.7,5.4,26.0,4.5,False
Blake Griffin,LAC,10/11,22.5,12.1,3.8,0.39,9.8,0,111,107,21.9,2.6,27.3,3.6,True
Nenê,DEN,10/11,14.5,7.6,2.0,0.61,9.6,0,123,104,20.4,3.6,18.8,3.2,False
Kevin Martin,HOU,10/11,23.4,3.2,2.5,0.524,9.5,0,117,111,21.4,3.4,29.6,3.5,False
Elton Brand,PHI,10/11,15.0,8.3,1.5,0.5,9.4,0,114,103,18.5,1.3,19.7,2.4,False
Russell Westbrook,OKC,10/11,21.9,4.6,8.2,0.671,9.4,0,110,107,23.6,4.2,31.6,4.4,True
Tyson Chandler,DAL,10/11,10.1,9.4,0.4,0.695,9.4,0,131,102,18.4,1.5,14.2,1.8,True
Kevin Garnett,BOS,10/11,14.9,8.9,2.4,0.683,9.0,0,110,95,20.6,4.7,22.3,3.8,False
Tony Parker,SAS,10/11,17.5,3.1,6.6,0.744,8.2,0,113,108,20.4,1.8,25.5,2.4,False
Amar'e Stoudemire,NYK,10/11,25.3,8.2,2.6,0.512,8.0,0,109,108,22.7,1.4,30.9,2.4,False
Steve Nash,PHO,10/11,14.7,3.5,11.4,0.488,7.9,0,118,114,20.8,3.2,21.4,3.3,True
Marc Gasol,MEM,10/11,11.7,7.0,2.5,0.561,7.9,0,113,103,16.8,2.3,16.9,2.8,False
Al Jefferson,UTA,10/11,18.6,9.7,1.8,0.476,7.8,0,111,108,20.1,0.6,24.2,1.9,False
David West,NOP,10/11,18.9,7.6,2.3,0.561,7.8,0,111,104,20.4,2.8,25.8,3.0,False
Paul Millsap,UTA,10/11,17.3,7.6,2.5,0.476,7.7,0,114,108,19.8,1.9,22.6,2.5,False
Tim Duncan,SAS,10/11,13.4,8.9,2.7,0.744,7.7,0,111,100,21.9,4.4,22.9,3.5,False
Serge Ibaka,OKC,10/11,9.9,7.6,0.3,0.671,7.6,0,119,104,17.7,0.5,15.7,1.4,False
Wesley Matthews,POR,10/11,15.9,3.1,2.0,0.585,7.2,0,114,109,15.5,0.9,21.3,2.0,False
Beno Udrih,SAC,10/11,13.7,3.4,4.9,0.293,7.2,0,118,111,15.7,0.5,16.9,1.7,False
James Harden,OKC,10/11,12.2,3.1,2.1,0.671,7.1,0,119,108,16.4,1.9,19.5,2.2,False
Andre Miller,POR,10/11,12.7,3.7,7.0,0.585,7.0,0,111,108,17.8,1.6,20.6,2.4,False
Kyle Lowry,HOU,10/11,13.5,4.1,6.7,0.524,7.0,0,115,110,16.5,2.0,18.6,2.6,False
Danny Granger,IND,10/11,20.5,5.4,2.6,0.451,6.9,0,107,106,17.8,2.1,26.7,2.9,False
Joakim Noah,CHI,10/11,11.7,10.4,2.2,0.756,6.7,0,117,97,18.8,2.9,16.8,1.9,False
Andre Iguodala,PHI,10/11,14.1,5.8,6.3,0.5,6.7,0,110,104,17.2,3.2,19.2,3.2,False
Ty Lawson,DEN,10/11,11.7,2.6,4.7,0.61,6.7,0,118,110,17.9,2.1,19.6,2.2,False
Mike Conley,MEM,10/11,13.7,3.0,6.5,0.561,6.6,0,108,107,15.9,1.2,19.4,2.3,False
Stephen Curry,GSW,10/11,18.6,3.9,5.8,0.439,6.6,0,113,112,19.4,2.3,24.4,2.7,False
Nicolas Batum,POR,10/11,12.4,4.5,1.5,0.585,6.6,0,116,108,14.8,1.1,17.8,2.0,False
Rajon Rondo,BOS,10/11,10.6,4.4,11.2,0.683,6.6,0,104,100,17.1,3.1,18.3,3.2,True
Greg Monroe,DET,10/11,9.4,7.5,1.3,0.366,6.6,0,120,109,18.0,0.4,15.4,1.4,False
Jameer Nelson,ORL,10/11,13.1,3.0,6.0,0.634,6.6,0,109,104,15.4,1.1,22.0,1.8,False
Andrew Bynum,LAL,10/11,11.3,9.4,1.4,0.695,6.6,0,121,100,21.1,3.2,17.6,2.0,False
Emeka Okafor,NOP,10/11,10.3,9.5,0.6,0.561,6.5,0,111,102,16.0,-0.4,15.8,0.9,False
Jason Kidd,DAL,10/11,7.9,4.4,8.2,0.695,6.4,0,108,104,14.4,2.8,14.3,3.3,True
Ryan Anderson,ORL,10/11,10.6,5.5,0.8,0.634,6.4,0,122,102,19.0,4.6,20.4,2.4,False
Josh Smith,ATL,10/11,16.5,8.5,3.3,0.537,6.4,0,104,102,19.2,2.8,24.7,3.2,False
Chuck Hayes,HOU,10/11,7.9,8.1,2.7,0.524,6.3,0,120,106,16.2,1.9,13.0,2.1,False
Brook Lopez,BRK,10/11,20.4,6.0,1.6,0.293,6.3,0,108,110,19.3,0.6,27.3,1.9,False
Brandon Bass,ORL,10/11,11.2,5.6,0.8,0.634,6.3,0,113,103,15.9,0.2,19.8,1.1,False
Arron Afflalo,DEN,10/11,12.6,3.6,2.4,0.61,6.2,0,123,111,13.6,1.4,14.8,2.0,False
D.J. Augustin,CHA,10/11,14.4,2.7,6.1,0.415,6.2,0,112,112,15.9,0.1,21.2,1.5,False
Thaddeus Young,PHI,10/11,12.7,5.3,1.0,0.5,6.2,0,110,104,18.4,1.0,22.1,1.6,False
George Hill,SAS,10/11,11.6,2.6,2.5,0.744,6.1,0,116,108,14.6,0.8,18.2,1.5,False
David Lee,GSW,10/11,16.5,9.8,3.2,0.439,6.0,0,111,110,17.8,-0.4,21.2,1.1,False
Monta Ellis,GSW,10/11,24.1,3.5,5.6,0.439,6.0,0,107,112,18.6,0.8,28.1,2.3,False
Richard Jefferson,SAS,10/11,11.0,3.8,1.3,0.744,5.9,0,116,109,12.4,0.3,15.4,1.4,False
Carlos Boozer,CHI,10/11,17.5,9.6,2.5,0.756,5.8,0,105,99,18.8,1.0,26.9,1.4,False
Dorell Wright,GSW,10/11,16.4,5.3,3.0,0.439,5.8,0,110,111,15.0,0.8,19.3,2.2,False
Jrue Holiday,PHI,10/11,14.0,4.0,6.5,0.5,5.7,0,104,106,15.4,0.8,20.8,2.0,False
Shawn Marion,DAL,10/11,12.5,6.9,1.4,0.695,5.6,0,107,103,17.0,0.3,21.5,1.3,False
Amir Johnson,TOR,10/11,9.6,6.4,1.1,0.268,5.6,0,124,110,17.6,0.3,15.3,1.1,False
Jared Dudley,PHO,10/11,10.6,3.9,1.3,0.488,5.6,0,119,111,15.6,1.8,16.9,2.0,False
Luis Scola,HOU,10/11,18.3,8.2,2.5,0.524,5.5,0,108,108,18.4,-0.4,25.7,1.0,False
Rudy Gay,MEM,10/11,19.8,6.2,2.8,0.561,5.5,0,108,105,17.8,2.8,23.3,2.6,False
Ronnie Brewer,CHI,10/11,6.2,3.2,1.7,0.756,5.4,0,110,98,13.8,2.4,13.9,2.0,False
Andrew Bogut,MIL,10/11,12.8,11.1,2.0,0.427,5.4,0,100,97,16.7,1.3,19.6,1.9,False
Kris Humphries,BRK,10/11,10.0,10.4,1.1,0.293,5.4,0,111,105,17.8,0.4,17.3,1.3,False
Jason Terry,DAL,10/11,15.8,1.9,4.1,0.695,5.3,0,106,108,15.9,0.9,24.7,1.9,False
Eric Gordon,LAC,10/11,22.3,2.9,4.4,0.39,5.3,0,112,112,18.5,2.0,26.5,2.2,False
Landry Fields,NYK,10/11,9.7,6.4,1.9,0.512,5.3,0,115,110,13.5,0.2,13.5,1.4,False
JaVale McGee,WAS,10/11,10.1,8.0,0.5,0.28,5.3,0,111,106,17.4,-0.4,16.3,0.9,False
DeAndre Jordan,LAC,10/11,7.1,7.2,0.5,0.39,5.2,0,116,105,14.8,-0.7,11.7,0.7,False
Taj Gibson,CHI,10/11,7.1,5.7,0.7,0.756,5.2,0,106,98,14.3,-0.9,16.8,0.5,False
Lou Williams,PHI,10/11,13.7,2.0,3.4,0.5,5.1,0,111,108,18.9,2.3,27.8,1.9,False
Jodie Meeks,PHI,10/11,10.5,2.3,1.1,0.5,5.1,0,116,108,12.5,0.2,15.7,1.1,False
Kyle Korver,CHI,10/11,8.3,1.8,1.5,0.756,5.1,0,115,104,13.0,1.1,18.3,1.3,False
Rodney Stuckey,DET,10/11,15.5,3.1,5.2,0.366,5.0,0,112,114,18.4,0.2,24.5,1.2,False
J.R. Smith,DEN,10/11,12.3,4.1,2.2,0.61,5.0,0,109,106,16.4,1.7,22.2,1.9,False
Glen Davis,BOS,10/11,11.7,5.4,1.2,0.683,4.9,0,101,100,12.8,-1.9,20.9,0.0,False
Josh McRoberts,IND,10/11,7.4,5.3,2.1,0.451,4.9,0,116,104,16.0,2.3,14.7,1.7,False
Boris Diaw,CHA,10/11,11.3,5.0,4.1,0.415,4.8,0,107,109,13.9,0.6,16.8,1.8,False
DeJuan Blair,SAS,10/11,8.3,7.0,1.0,0.744,4.8,0,106,100,17.1,-0.5,20.1,0.7,False
Luc Mbah a Moute,MIL,10/11,6.7,5.3,0.9,0.427,4.8,0,107,103,11.5,-1.3,13.1,0.4,False
Channing Frye,PHO,10/11,12.7,6.7,1.2,0.488,4.7,0,110,109,12.8,-0.3,16.9,1.1,False
