Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP
Yao Ming,HOU,04/05,18.3,8.4,0.8,0.622,10.7,0
Elton Brand,LAC,04/05,20.0,9.5,2.6,0.451,10.6,0
Tayshaun Prince,DET,04/05,14.7,5.3,3.0,0.659,9.4,0
Udonis Haslem,MIA,04/05,10.9,9.1,1.4,0.72,9.2,0
Damon Jones,MIA,04/05,11.6,2.8,4.3,0.72,8.7,0
Brad Miller,SAC,04/05,15.6,9.3,3.9,0.61,8.6,0
Jason Terry,DAL,04/05,12.4,2.4,5.4,0.707,8.5,0
Drew Gooden,CLE,04/05,14.4,9.2,1.6,0.512,8.5,0
Ben Wallace,DET,04/05,9.7,12.2,1.7,0.659,8.5,0
Mike Bibby,SAC,04/05,19.6,4.2,6.8,0.61,8.5,0
Rashard Lewis,OKC,04/05,20.5,5.5,1.3,0.634,8.4,0
Tyson Chandler,CHI,04/05,8.0,9.7,0.8,0.573,8.3,0
Kobe Bryant,LAL,04/05,27.6,5.9,6.0,0.415,8.1,0
Corey Maggette,LAC,04/05,22.2,6.0,3.4,0.451,8.1,0
Zydrunas Ilgauskas,CLE,04/05,16.9,8.6,1.3,0.512,8.1,0
Tony Parker,SAS,04/05,16.6,3.7,6.1,0.72,8.1,0
Eddie Jones,MIA,04/05,12.7,5.1,2.6,0.72,8.0,0
Shane Battier,MEM,04/05,9.9,5.2,1.6,0.549,7.8,0
Larry Hughes,WAS,04/05,22.0,6.3,4.7,0.549,7.7,0
Joe Johnson,PHO,04/05,17.1,5.1,3.5,0.756,7.6,0
Raef LaFrentz,BOS,04/05,11.0,6.9,1.2,0.549,7.5,0
Richard Hamilton,DET,04/05,18.7,3.9,4.9,0.659,7.4,0
Wally Szczerbiak,MIN,04/05,15.5,3.7,2.4,0.537,7.3,0
Dwight Howard,ORL,04/05,12.0,10.0,0.9,0.439,7.3,0
Peja Stojaković,SAC,04/05,20.1,4.3,2.1,0.61,7.3,0
Jason Kidd,NJN,04/05,14.4,7.4,8.3,0.512,7.2,0
Kirk Hinrich,CHI,04/05,15.7,3.9,6.4,0.573,7.2,0
Rasheed Wallace,DET,04/05,14.5,8.2,1.8,0.659,7.1,0
Mehmet Okur,UTA,04/05,12.9,7.5,2.0,0.317,7.0,0
Andre Miller,DEN,04/05,13.6,4.1,6.9,0.598,7.0,0
Mike Miller,MEM,04/05,13.4,3.9,2.9,0.549,7.0,0
Pau Gasol,MEM,04/05,17.8,7.3,2.4,0.549,6.8,0
Bobby Simmons,LAC,04/05,16.4,5.9,2.7,0.451,6.8,0
Chris Bosh,TOR,04/05,16.8,8.9,1.9,0.402,6.8,0
Antonio Daniels,OKC,04/05,11.2,2.3,4.1,0.634,6.8,0
Reggie Miller,IND,04/05,14.8,2.4,2.2,0.537,6.6,0
Grant Hill,ORL,04/05,19.7,4.7,3.3,0.439,6.6,0
Kyle Korver,PHI,04/05,11.5,4.6,2.2,0.524,6.6,0
Andre Iguodala,PHI,04/05,9.0,5.7,3.0,0.524,6.6,0
Josh Howard,DAL,04/05,12.6,6.4,1.4,0.707,6.4,0
Michael Redd,MIL,04/05,23.0,4.2,2.3,0.366,6.2,0
Steve Francis,ORL,04/05,21.3,5.8,7.0,0.439,6.2,0
Brent Barry,SAS,04/05,7.4,2.3,2.2,0.72,6.1,0
Bruce Bowen,SAS,04/05,8.2,3.5,1.5,0.72,6.1,0
Donyell Marshall,TOR,04/05,11.5,6.6,1.2,0.402,6.0,0
Earl Boykins,DEN,04/05,12.4,1.7,4.5,0.598,6.0,0
Quentin Richardson,PHO,04/05,14.9,6.1,2.0,0.756,5.8,0
Antonio McDyess,DET,04/05,9.6,6.3,0.9,0.659,5.7,0
Jason Richardson,GSW,04/05,21.7,5.9,3.9,0.415,5.7,0
Damon Stoudamire,POR,04/05,15.8,3.8,5.7,0.329,5.7,0
Andrei Kirilenko,UTA,04/05,15.6,6.2,3.2,0.317,5.5,0
Rafer Alston,TOR,04/05,14.2,3.5,6.4,0.402,5.5,0
Michael Finley,DAL,04/05,15.7,4.1,2.6,0.707,5.5,0
Matt Harpring,UTA,04/05,14.0,6.2,1.8,0.317,5.5,0
Joe Smith,MIL,04/05,11.0,7.3,0.9,0.366,5.5,0
Antawn Jamison,WAS,04/05,19.6,7.6,2.3,0.549,5.4,0
Shareef Abdur-Rahim,POR,04/05,16.8,7.3,2.1,0.329,5.4,0
Gary Payton,BOS,04/05,11.3,3.1,6.1,0.549,5.4,0
Jeff Foster,IND,04/05,7.0,9.0,0.7,0.537,5.4,0
Luke Ridnour,OKC,04/05,10.0,2.5,5.9,0.634,5.4,0
Troy Murphy,GSW,04/05,15.4,10.8,1.4,0.415,5.3,0
Caron Butler,LAL,04/05,15.5,5.8,1.9,0.415,5.3,0
Kenyon Martin,DEN,04/05,15.5,7.3,2.4,0.598,5.3,0
Brendan Haywood,WAS,04/05,9.4,6.8,0.8,0.549,5.2,0
Dan Gadzuric,MIL,04/05,7.3,8.3,0.4,0.366,5.2,0
Fred Hoiberg,MIN,04/05,5.8,2.4,1.1,0.537,5.2,0
Kurt Thomas,NYK,04/05,11.4,10.4,2.0,0.402,5.2,0
Lorenzen Wright,MEM,04/05,9.6,7.7,1.1,0.549,5.2,0
Morris Peterson,TOR,04/05,12.5,4.1,2.1,0.402,5.1,0
Primož Brezec,CHO,04/05,13.0,7.4,1.2,0.22,4.9,0
Carmelo Anthony,DEN,04/05,20.8,5.7,2.6,0.598,4.9,0
Mike Dunleavy,GSW,04/05,13.4,5.5,2.6,0.415,4.9,0
Greg Buckner,DEN,04/05,6.2,3.0,1.9,0.598,4.8,0
Jalen Rose,TOR,04/05,18.5,3.4,2.6,0.402,4.8,0
Fred Jones,IND,04/05,10.6,3.1,2.5,0.537,4.8,0
Bob Sura,HOU,04/05,10.3,5.5,5.2,0.622,4.8,0
Jason Hart,CHO,04/05,9.5,2.7,5.0,0.22,4.8,0
Lamar Odom,LAL,04/05,15.2,10.2,3.7,0.415,4.7,0
Dikembe Mutombo,HOU,04/05,4.0,5.3,0.1,0.622,4.7,0
Joel Przybilla,POR,04/05,6.4,7.7,1.0,0.329,4.7,0
Josh Childress,ATL,04/05,10.1,6.0,1.9,0.159,4.6,0
Marc Jackson,PHI,04/05,12.0,5.0,1.0,0.524,4.6,0
Robert Horry,SAS,04/05,6.0,3.6,1.1,0.72,4.6,0
Erick Dampier,DAL,04/05,9.2,8.5,0.9,0.707,4.5,0
Chris Andersen,NOH,04/05,7.7,6.1,1.1,0.22,4.5,0
Chucky Atkins,LAL,04/05,13.6,2.4,4.4,0.415,4.5,0
Brevin Knight,CHO,04/05,10.1,2.6,9.0,0.22,4.5,0
Nenad Krstić,NJN,04/05,10.0,5.3,1.0,0.512,4.4,0
Kelvin Cato,ORL,04/05,7.0,6.7,0.6,0.439,4.3,0
Eddy Curry,CHI,04/05,16.1,5.4,0.6,0.573,4.3,0
Jason Williams,MEM,04/05,10.1,1.7,5.6,0.549,4.3,0
Danny Fortson,OKC,04/05,7.5,5.6,0.1,0.634,4.3,0
Darius Songaila,SAC,04/05,7.5,4.2,1.4,0.61,4.3,0
Desmond Mason,MIL,04/05,17.2,3.9,2.7,0.366,4.3,0
Rasho Nesterović,SAS,04/05,5.9,6.6,1.0,0.72,4.2,0
Matt Bonner,TOR,04/05,7.2,3.5,0.6,0.402,4.2,0
Jamal Crawford,NYK,04/05,17.7,2.9,4.3,0.402,4.2,0
Ricky Davis,BOS,04/05,16.0,3.0,3.0,0.549,4.2,0
Jeff McInnis,CLE,04/05,12.8,2.1,5.1,0.512,4.1,0
Carlos Boozer,UTA,04/05,17.8,9.0,2.8,0.317,4.1,0
Chris Duhon,CHI,04/05,5.9,2.6,4.9,0.573,4.1,0
Austin Croshere,IND,04/05,8.9,5.1,1.3,0.537,4.1,0
Emeka Okafor,CHO,04/05,15.1,10.9,0.9,0.22,4.0,0
Anthony Johnson,IND,04/05,8.4,2.8,4.8,0.537,4.0,0
Nick Collison,OKC,04/05,5.6,4.6,0.4,0.634,3.9,0
Jason Collins,NJN,04/05,6.4,6.1,1.3,0.512,3.9,0
Antonio Davis,CHI,04/05,7.0,5.9,1.1,0.573,3.9,0
Samuel Dalembert,PHI,04/05,8.2,7.5,0.5,0.524,3.9,0
Mike Sweetney,NYK,04/05,8.4,5.4,0.6,0.402,3.8,0
Reggie Evans,OKC,04/05,4.9,9.3,0.7,0.634,3.8,0
Sam Cassell,MIN,04/05,13.5,2.7,5.1,0.537,3.8,0
Jermaine O'Neal,IND,04/05,24.3,8.8,1.9,0.537,3.8,0
Devin Brown,SAS,04/05,7.4,2.6,1.4,0.72,3.7,0
Vladimir Radmanović,OKC,04/05,11.8,4.6,1.4,0.634,3.7,0
Derek Fisher,GSW,04/05,11.9,2.9,4.1,0.415,3.7,0
Jumaine Jones,LAL,04/05,7.6,5.2,0.9,0.415,3.7,0
Othella Harrington,CHI,04/05,8.0,4.2,0.8,0.573,3.6,0
Chris Mihm,LAL,04/05,9.8,6.7,0.7,0.415,3.6,0
Ben Gordon,CHI,04/05,15.1,2.6,2.0,0.573,3.5,0
Brian Cardinal,MEM,04/05,9.0,3.9,2.0,0.549,3.5,0
Jerry Stackhouse,DAL,04/05,14.9,3.3,2.3,0.707,3.5,0
Adonal Foyle,GSW,04/05,4.5,5.5,0.7,0.415,3.4,0
Ruben Patterson,POR,04/05,11.6,3.9,2.0,0.329,3.4,0
Hedo Türkoğlu,ORL,04/05,14.0,3.5,2.3,0.439,3.4,0
Nenê,DEN,04/05,9.6,5.9,1.5,0.598,3.2,0
Juwan Howard,HOU,04/05,9.6,5.7,1.5,0.622,3.2,0
Eddie Griffin,MIN,04/05,7.5,6.5,0.8,0.537,3.2,0
DerMarr Johnson,DEN,04/05,7.1,2.1,1.1,0.598,3.2,0
Zach Randolph,POR,04/05,18.9,9.6,1.9,0.329,3.1,0
Bonzi Wells,MEM,04/05,10.4,3.3,1.2,0.549,3.1,0
Stephen Jackson,IND,04/05,18.7,4.9,2.3,0.537,3.1,0
Beno Udrih,SAS,04/05,5.9,1.0,1.9,0.72,3.1,0
Alan Henderson,DAL,04/05,3.5,4.5,0.3,0.707,3.1,0
Luol Deng,CHI,04/05,11.7,5.3,2.2,0.573,3.0,0
Anderson Varejão,CLE,04/05,4.9,4.8,0.5,0.512,3.0,0
Zaza Pachulia,MIL,04/05,6.2,5.1,0.8,0.366,2.9,0
Stromile Swift,MEM,04/05,10.1,4.6,0.7,0.549,2.9,0
Mark Blount,BOS,04/05,9.4,4.8,1.6,0.549,2.8,0
Jamaal Tinsley,IND,04/05,15.4,4.0,6.4,0.537,2.8,0
Scott Padgett,HOU,04/05,4.2,2.8,0.8,0.622,2.8,0
Marko Jarić,LAC,04/05,9.9,3.2,6.1,0.451,2.8,0
Tony Allen,BOS,04/05,6.4,2.9,0.8,0.549,2.7,0
Devin Harris,DAL,04/05,5.7,1.3,2.2,0.707,2.7,0
Al Jefferson,BOS,04/05,6.7,4.4,0.3,0.549,2.7,0
Trenton Hassell,MIN,04/05,6.6,2.7,1.6,0.537,2.7,0
Christian Laettner,MIA,04/05,5.3,2.7,0.8,0.72,2.7,0
Steven Hunter,PHO,04/05,4.6,3.0,0.2,0.756,2.6,0
Jared Jeffries,WAS,04/05,6.8,4.9,2.0,0.549,2.6,0
Mikki Moore,LAC,04/05,5.4,3.3,0.6,0.451,2.6,0
Bryon Russell,DEN,04/05,4.4,2.5,1.0,0.598,2.6,0
Jerome Williams,NYK,04/05,4.5,3.6,0.5,0.402,2.6,0
Travis Best,NJN,04/05,6.8,1.4,1.9,0.512,2.5,0
Marquis Daniels,DAL,04/05,9.1,3.6,2.1,0.707,2.5,0
Jameer Nelson,ORL,04/05,8.7,2.4,3.0,0.439,2.5,0
James Jones,IND,04/05,4.9,2.3,0.8,0.537,2.5,0
Andrés Nocioni,CHI,04/05,8.4,4.8,1.5,0.573,2.5,0
Gerald Wallace,CHO,04/05,11.1,5.5,2.0,0.22,2.4,0
Richard Jefferson,NJN,04/05,22.2,7.3,4.0,0.512,2.4,0
Željko Rebrača,LAC,04/05,5.8,3.2,0.4,0.451,2.4,0
Josh Smith,ATL,04/05,9.7,6.2,1.7,0.159,2.4,0
Earl Watson,MEM,04/05,7.7,2.0,4.5,0.549,2.3,0
James Posey,MEM,04/05,8.1,4.4,1.8,0.549,2.3,0
Eric Piatkowski,CHI,04/05,4.8,1.2,0.8,0.573,2.3,0
Jarrett Allen,CLE,22/23,14.2,9.8,1.7,0.622,9.5,0
Nic Claxton,BRK,22/23,12.6,9.2,1.9,0.549,9.2,0
Damian Lillard,POR,22/23,32.2,4.8,7.3,0.402,9.0,0
Anthony Davis,LAL,22/23,25.9,12.5,2.6,0.524,9.0,0
Jalen Brunson,NYK,22/23,24.0,3.5,6.2,0.573,8.7,0
Kevon Looney,GSW,22/23,7.0,9.3,2.5,0.537,8.7,0
DeMar DeRozan,CHI,22/23,24.5,4.6,5.1,0.488,8.5,0
Evan Mobley,CLE,22/23,16.2,9.0,2.8,0.622,8.5,0
James Harden,PHI,22/23,21.0,6.1,10.7,0.659,8.4,0
Nikola Vučević,CHI,22/23,17.6,11.0,3.2,0.488,8.3,0
Lauri Markkanen,UTA,22/23,25.6,8.6,1.9,0.451,8.2,0
Julius Randle,NYK,22/23,25.1,10.0,4.1,0.573,8.1,0
Brook Lopez,MIL,22/23,15.9,6.7,1.3,0.707,8.0,0
Rudy Gobert,MIN,22/23,13.4,11.6,1.2,0.512,7.8,0
Pascal Siakam,TOR,22/23,24.2,7.8,5.8,0.5,7.8,0
Kristaps Porziņģis,WAS,22/23,23.2,8.4,2.7,0.427,7.7,0
Tyrese Haliburton,IND,22/23,20.7,3.7,10.4,0.427,7.6,0
Trey Murphy III,NOP,22/23,14.5,3.6,1.4,0.512,7.6,0
Darius Garland,CLE,22/23,21.6,2.7,7.8,0.622,7.6,0
Derrick White,BOS,22/23,12.4,3.6,3.9,0.695,7.4,0
Bam Adebayo,MIA,22/23,20.4,9.2,3.2,0.537,7.4,0
Clint Capela,ATL,22/23,12.0,11.0,0.9,0.5,7.2,0
Onyeka Okongwu,ATL,22/23,9.9,7.2,1.0,0.5,7.1,0
Walker Kessler,UTA,22/23,9.2,8.4,0.9,0.451,7.1,0
Zach LaVine,CHI,22/23,24.8,4.5,4.2,0.488,7.1,0
Kawhi Leonard,LAC,22/23,23.8,6.5,3.9,0.537,7.1,0
Aaron Gordon,DEN,22/23,16.3,6.6,3.0,0.646,6.8,0
Jrue Holiday,MIL,22/23,19.3,5.1,7.4,0.707,6.7,0
Ivica Zubac,LAC,22/23,10.8,9.9,1.0,0.537,6.7,0
Immanuel Quickley,NYK,22/23,14.9,4.2,3.4,0.573,6.7,0
Trae Young,ATL,22/23,26.2,3.0,10.2,0.5,6.7,0
Jaren Jackson Jr.,MEM,22/23,18.6,6.8,1.0,0.622,6.6,0
Mitchell Robinson,NYK,22/23,7.4,9.4,0.9,0.573,6.5,0
Harrison Barnes,SAC,22/23,15.0,4.5,1.6,0.585,6.5,0
Fred VanVleet,TOR,22/23,19.3,4.1,7.2,0.5,6.5,0
Al Horford,BOS,22/23,9.8,6.2,3.0,0.695,6.3,0
Deandre Ayton,PHO,22/23,18.0,10.0,1.7,0.549,6.2,0
Chris Paul,PHO,22/23,13.9,4.3,8.9,0.549,6.2,0
Daniel Gafford,WAS,22/23,9.0,5.6,1.1,0.427,6.1,0
Devin Booker,PHO,22/23,27.8,4.5,5.5,0.549,6.0,0
Ja Morant,MEM,22/23,26.2,5.9,8.1,0.622,6.0,0
Tobias Harris,PHI,22/23,14.7,5.7,2.5,0.659,5.9,0
Malcolm Brogdon,BOS,22/23,14.9,4.2,3.7,0.695,5.8,0
Jonas Valančiūnas,NOP,22/23,14.1,10.2,1.8,0.512,5.8,0
Desmond Bane,MEM,22/23,21.5,5.0,4.4,0.622,5.8,0
Tyus Jones,MEM,22/23,10.3,2.5,5.2,0.622,5.7,0
Jalen Williams,OKC,22/23,14.1,4.5,3.3,0.488,5.6,0
LeBron James,LAL,22/23,28.9,8.3,6.8,0.524,5.6,0
Austin Reaves,LAL,22/23,13.0,3.0,3.4,0.524,5.4,0
Myles Turner,IND,22/23,18.0,7.5,1.4,0.427,5.4,0
Franz Wagner,ORL,22/23,18.6,4.1,3.5,0.415,5.4,0
Tyrese Maxey,PHI,22/23,20.3,2.9,3.5,0.659,5.4,0
Bobby Portis,MIL,22/23,14.1,9.6,1.5,0.707,5.3,0
Alperen Şengün,HOU,22/23,14.8,9.0,3.9,0.268,5.2,0
Jamal Murray,DEN,22/23,20.0,4.0,6.2,0.646,5.1,0
Kyle Anderson,MIN,22/23,9.4,5.3,4.9,0.512,5.1,0
Dwight Powell,DAL,22/23,6.7,4.1,0.9,0.463,5.1,0
Grayson Allen,MIL,22/23,10.4,3.3,2.3,0.707,5.1,0
Jaylen Brown,BOS,22/23,26.6,6.9,3.5,0.695,5.0,0
Scottie Barnes,TOR,22/23,15.3,6.6,4.8,0.5,5.0,0
Chris Boucher,TOR,22/23,9.4,5.5,0.4,0.5,5.0,0
Kevin Huerter,SAC,22/23,15.2,3.3,2.9,0.585,4.9,0
Larry Nance Jr.,NOP,22/23,6.8,5.4,1.8,0.512,4.9,0
KJ Martin,HOU,22/23,12.7,5.5,1.5,0.268,4.9,0
Christian Wood,DAL,22/23,16.6,7.3,1.8,0.463,4.8,0
Quentin Grimes,NYK,22/23,11.3,3.2,2.1,0.573,4.8,0
Draymond Green,GSW,22/23,8.5,7.2,6.8,0.537,4.7,0
Dejounte Murray,ATL,22/23,20.5,5.3,6.1,0.5,4.7,0
OG Anunoby,TOR,22/23,16.8,5.0,2.0,0.5,4.7,0
Isaiah Hartenstein,NYK,22/23,5.0,6.5,1.2,0.573,4.6,0
Paul George,LAC,22/23,23.8,6.1,5.1,0.537,4.6,0
Wendell Carter Jr.,ORL,22/23,15.2,8.7,2.3,0.415,4.6,0
Santi Aldama,MEM,22/23,9.0,4.8,1.3,0.622,4.6,0
Brandon Clarke,MEM,22/23,10.0,5.5,1.3,0.622,4.5,0
Gary Trent Jr.,TOR,22/23,17.4,2.6,1.6,0.5,4.5,0
Kentavious Caldwell-Pope,DEN,22/23,10.8,2.7,2.4,0.646,4.5,0
Jalen Duren,DET,22/23,9.1,8.9,1.1,0.207,4.5,0
Caris LeVert,CLE,22/23,12.1,3.8,3.9,0.622,4.4,0
Grant Williams,BOS,22/23,8.1,4.6,1.7,0.695,4.4,0
Drew Eubanks,POR,22/23,6.6,5.4,1.3,0.402,4.4,0
Jaden McDaniels,MIN,22/23,12.1,3.9,1.9,0.512,4.4,0
Buddy Hield,IND,22/23,16.8,5.0,2.8,0.427,4.4,0
Michael Porter Jr.,DEN,22/23,17.4,5.5,1.0,0.646,4.3,0
Terance Mann,LAC,22/23,8.8,3.4,2.3,0.537,4.3,0
Keegan Murray,SAC,22/23,12.2,4.6,1.2,0.585,4.3,0
Kelly Olynyk,UTA,22/23,12.5,6.2,3.7,0.451,4.3,0
CJ McCollum,NOP,22/23,20.9,4.4,5.7,0.512,4.3,0
Bruce Brown,DEN,22/23,11.5,4.1,3.4,0.646,4.3,0
Monte Morris,WAS,22/23,10.3,3.4,5.3,0.427,4.2,0
De'Anthony Melton,PHI,22/23,10.1,4.1,2.6,0.659,4.2,0
John Collins,ATL,22/23,13.1,6.5,1.2,0.5,4.2,0
Isaac Okoro,CLE,22/23,6.4,2.5,1.1,0.622,4.2,0
Herbert Jones,NOP,22/23,9.8,4.1,2.5,0.512,4.2,0
Xavier Tillman Sr.,MEM,22/23,7.0,5.0,1.6,0.622,4.2,0
Donte DiVincenzo,GSW,22/23,9.4,4.5,3.5,0.537,4.2,0
Nick Richards,CHO,22/23,8.2,6.4,0.6,0.329,4.2,0
Jerami Grant,POR,22/23,20.5,4.5,2.4,0.402,4.1,0
Torrey Craig,PHO,22/23,7.4,5.4,1.5,0.549,4.0,0
Josh Giddey,OKC,22/23,16.6,7.9,6.2,0.488,4.0,0
Robert Williams,BOS,22/23,8.0,8.3,1.4,0.695,3.8,0
Corey Kispert,WAS,22/23,11.1,2.8,1.2,0.427,3.8,0
Anthony Edwards,MIN,22/23,24.6,5.8,4.4,0.512,3.8,0
Isaiah Joe,OKC,22/23,9.5,2.4,1.2,0.488,3.8,0
Marcus Smart,BOS,22/23,11.5,3.1,6.3,0.695,3.7,0
Cole Anthony,ORL,22/23,13.0,4.8,3.9,0.415,3.7,0
Caleb Martin,MIA,22/23,9.6,4.8,1.6,0.537,3.7,0
Delon Wright,WAS,22/23,7.4,3.6,3.9,0.427,3.7,0
Markelle Fultz,ORL,22/23,14.0,3.9,5.7,0.415,3.7,0
Nicolas Batum,LAC,22/23,6.1,3.8,1.6,0.537,3.6,0
Zion Williamson,NOP,22/23,26.0,7.0,4.6,0.512,3.6,0
Alex Caruso,CHI,22/23,5.6,2.9,2.9,0.488,3.6,0
Bojan Bogdanović,DET,22/23,21.6,3.8,2.6,0.207,3.5,0
Patrick Williams,CHI,22/23,10.2,4.0,1.2,0.488,3.5,0
Tyler Herro,MIA,22/23,20.1,5.4,4.2,0.537,3.5,0
Norman Powell,LAC,22/23,17.0,2.9,1.8,0.537,3.5,0
John Konchar,MEM,22/23,5.1,4.3,1.4,0.622,3.5,0
Jevon Carter,MIL,22/23,8.0,2.5,2.4,0.707,3.5,0
Brandon Ingram,NOP,22/23,24.7,5.5,5.8,0.512,3.5,0
Kyle Lowry,MIA,22/23,11.2,4.1,5.1,0.537,3.4,0
Bradley Beal,WAS,22/23,23.2,3.9,5.4,0.427,3.4,0
Moritz Wagner,ORL,22/23,10.5,4.5,1.5,0.415,3.4,0
Sam Hauser,BOS,22/23,6.4,2.6,0.9,0.695,3.4,0
Tre Jones,SAS,22/23,12.9,3.6,6.6,0.268,3.4,0
Steven Adams,MEM,22/23,8.6,11.5,2.3,0.622,3.4,0
Max Strus,MIA,22/23,11.5,3.2,2.1,0.537,3.4,0
Kenrich Williams,OKC,22/23,8.0,4.9,2.0,0.488,3.3,0
Luke Kornet,BOS,22/23,3.8,2.9,0.8,0.695,3.3,0
Cedi Osman,CLE,22/23,8.7,2.3,1.5,0.622,3.3,0
Malik Monk,SAC,22/23,13.5,2.6,3.9,0.585,3.2,0
Jordan Poole,GSW,22/23,20.4,2.7,4.5,0.537,3.2,0
Coby White,CHI,22/23,9.7,2.9,2.8,0.488,3.1,0
Klay Thompson,GSW,22/23,21.9,4.1,2.4,0.537,3.1,0
T.J. McConnell,IND,22/23,8.7,3.1,5.3,0.427,3.1,0
Naz Reid,MIN,22/23,11.5,4.9,1.1,0.512,3.0,0
Luguentz Dort,OKC,22/23,13.7,4.6,2.1,0.488,2.9,0
Ayo Dosunmu,CHI,22/23,8.6,2.8,2.6,0.488,2.9,0
Troy Brown Jr.,LAL,22/23,7.1,4.1,1.2,0.524,2.9,0
Kevin Porter Jr.,HOU,22/23,19.2,5.3,5.7,0.268,2.9,0
Royce O'Neale,BRK,22/23,8.8,5.1,3.7,0.549,2.9,0
Shake Milton,PHI,22/23,8.4,2.5,3.2,0.659,2.9,0
Josh Okogie,PHO,22/23,7.3,3.5,1.5,0.549,2.8,0
Paul Reed,PHI,22/23,4.2,3.8,0.4,0.659,2.8,0
Andre Drummond,CHI,22/23,6.0,6.6,0.5,0.488,2.8,0
Mark Williams,CHO,22/23,9.0,7.1,0.4,0.329,2.8,0
Dennis Schröder,LAL,22/23,12.6,2.5,4.5,0.524,2.8,0
Wenyen Gabriel,LAL,22/23,5.5,4.2,0.5,0.524,2.8,0
Bogdan Bogdanović,ATL,22/23,14.0,3.1,2.8,0.5,2.8,0
Reggie Bullock,DAL,22/23,7.2,3.6,1.4,0.463,2.8,0
Jock Landale,PHO,22/23,6.6,4.1,1.0,0.549,2.7,0
Keita Bates-Diop,SAS,22/23,9.7,3.7,1.5,0.268,2.7,0
Isaiah Jackson,IND,22/23,7.2,4.5,0.8,0.427,2.7,0
Jusuf Nurkić,POR,22/23,13.3,9.1,2.9,0.402,2.7,0
Karl-Anthony Towns,MIN,22/23,20.8,8.1,4.8,0.512,2.7,0
Joe Harris,BRK,22/23,7.6,2.2,1.4,0.549,2.6,0
Aaron Wiggins,OKC,22/23,6.8,3.0,1.1,0.488,2.6,0
Josh Green,DAL,22/23,9.1,3.0,1.7,0.463,2.6,0
Jericho Sims,NYK,22/23,3.4,4.7,0.5,0.573,2.6,0
P.J. Washington,CHO,22/23,15.7,4.9,2.4,0.329,2.6,0
Tari Eason,HOU,22/23,9.3,6.0,1.1,0.268,2.6,0
Damion Lee,PHO,22/23,8.2,3.0,1.3,0.549,2.6,0
Trey Lyles,SAC,22/23,7.6,4.1,0.9,0.585,2.6,0
P.J. Tucker,PHI,22/23,3.5,3.9,0.8,0.659,2.5,0
Pat Connaughton,MIL,22/23,7.6,4.6,1.3,0.707,2.5,0
Alec Burks,DET,22/23,12.8,3.1,2.2,0.207,2.5,0
Naji Marshall,NOP,22/23,9.1,3.6,2.5,0.512,2.5,0
De'Andre Hunter,ATL,22/23,15.4,4.2,1.4,0.5,2.5,0
Collin Sexton,UTA,22/23,14.3,2.2,2.9,0.451,2.5,0
Georges Niang,PHI,22/23,8.2,2.4,1.0,0.659,2.5,0
Anfernee Simons,POR,22/23,21.1,2.6,4.1,0.402,2.5,0
Derrick Jones Jr.,CHI,22/23,5.0,2.4,0.5,0.488,2.4,0
Gerald Wallace,CHO,09/10,18.2,10.0,2.1,0.537,11.5,0
Pau Gasol,LAL,09/10,18.3,11.3,3.4,0.695,11.0,0
Tim Duncan,SAS,09/10,17.9,10.1,3.2,0.61,10.9,0
Al Horford,ATL,09/10,14.2,9.9,2.3,0.646,10.9,0
Nenê,DEN,09/10,13.8,7.6,2.5,0.646,10.8,0
David Lee,NYK,09/10,20.2,11.7,3.6,0.354,10.3,0
Carlos Boozer,UTA,09/10,19.5,11.2,3.2,0.646,9.9,0
Zach Randolph,MEM,09/10,20.8,11.7,1.8,0.488,9.7,0
Rajon Rondo,BOS,09/10,13.7,4.4,9.8,0.61,9.6,0
Josh Smith,ATL,09/10,15.7,8.7,4.2,0.646,9.3,0
Brandon Roy,POR,09/10,21.5,4.4,4.7,0.61,9.1,0
Jason Kidd,DAL,09/10,10.3,5.6,9.0,0.671,8.9,0
LaMarcus Aldridge,POR,09/10,17.9,8.0,2.1,0.61,8.8,0
Marc Gasol,MEM,09/10,14.6,9.3,2.4,0.488,8.4,0
Paul Pierce,BOS,09/10,18.3,4.4,3.1,0.61,8.3,0
Anderson Varejão,CLE,09/10,8.6,7.6,1.1,0.744,8.1,0
Ray Allen,BOS,09/10,16.3,3.2,2.6,0.61,7.9,0
Brook Lopez,NJN,09/10,18.8,8.6,2.3,0.146,7.9,0
Andrew Bynum,LAL,09/10,15.0,8.3,1.0,0.695,7.8,0
Troy Murphy,IND,09/10,14.6,10.2,2.1,0.39,7.8,0
Lamar Odom,LAL,09/10,10.8,9.8,3.3,0.695,7.7,0
David West,NOH,09/10,19.0,7.5,3.0,0.451,7.5,0
Andrew Bogut,MIL,09/10,15.9,10.2,1.8,0.561,7.5,0
Vince Carter,ORL,09/10,16.6,3.9,3.1,0.72,7.4,0
Kevin Garnett,BOS,09/10,14.3,7.3,2.7,0.61,7.3,0
Jamal Crawford,ATL,09/10,18.0,2.5,3.0,0.646,7.3,0
Chris Paul,NOH,09/10,18.7,4.2,10.7,0.451,7.3,0
Paul Millsap,UTA,09/10,11.6,6.8,1.6,0.646,7.2,0
Andre Miller,POR,09/10,14.0,3.2,5.4,0.61,7.0,0
George Hill,SAS,09/10,12.4,2.6,2.9,0.61,6.7,0
Andre Iguodala,PHI,09/10,17.1,6.5,5.8,0.329,6.7,0
