Player,Team,Season,PPG,RPG,APG,Win%,WS,MVP,Standings
Kristaps Porziņģis,NYK,17/18,22.7,6.6,1.2,0.354,3.2,0,17
Andre Iguodala,GSW,17/18,6.0,3.8,3.3,0.707,3.2,0,3
Dejounte Murray,SAS,17/18,8.1,5.7,2.9,0.573,3.2,0,9
Ekpe Udoh,UTA,17/18,2.6,2.4,0.8,0.585,3.2,0,8
Rudy Gay,SAS,17/18,11.5,5.1,1.3,0.573,3.1,0,9
Cory Joseph,IND,17/18,7.9,3.2,3.2,0.585,3.1,0,8
Dāvis Bertāns,SAS,17/18,5.9,2.0,1.0,0.573,3.1,0,9
Yogi Ferrell,DAL,17/18,10.2,3.0,2.5,0.293,3.0,0,21
Darius Miller,NOP,17/18,7.8,2.0,1.4,0.585,3.0,0,8
OG Anunoby,TOR,17/18,5.9,2.5,0.7,0.72,3.0,0,2
Aron Baynes,BOS,17/18,6.0,5.4,1.1,0.671,3.0,0,4
Bismack Biyombo,ORL,17/18,5.7,5.7,0.8,0.305,2.9,0,20
Jordan Bell,GSW,17/18,4.6,3.6,1.8,0.707,2.9,0,3
Gorgui Dieng,MIN,17/18,5.9,4.6,0.9,0.573,2.9,0,9
Danny Green,SAS,17/18,8.6,3.6,1.6,0.573,2.9,0,9
Bogdan Bogdanović,SAC,17/18,11.8,2.9,3.3,0.329,2.9,0,19
Aaron Gordon,ORL,17/18,17.6,7.9,2.3,0.305,2.9,0,20
C.J. Miles,TOR,17/18,10.0,2.2,0.8,0.72,2.9,0,2
Richaun Holmes,PHI,17/18,6.5,4.4,1.3,0.634,2.8,0,5
Maxi Kleber,DAL,17/18,5.4,3.2,0.7,0.293,2.8,0,21
Luc Mbah a Moute,HOU,17/18,7.5,3.0,0.9,0.793,2.8,0,1
Buddy Hield,SAC,17/18,13.5,3.8,1.9,0.329,2.8,0,19
Brandon Ingram,LAL,17/18,16.1,5.3,3.9,0.427,2.8,0,16
Nemanja Bjelica,MIN,17/18,6.8,4.1,1.3,0.573,2.8,0,9
Kevon Looney,GSW,17/18,4.0,3.3,0.6,0.707,2.8,0,3
Malcolm Brogdon,MIL,17/18,13.0,3.2,3.2,0.537,2.7,0,11
Deyonta Davis,MEM,17/18,5.8,4.0,0.6,0.268,2.7,0,22
JaVale McGee,GSW,17/18,4.8,2.6,0.5,0.707,2.7,0,3
John Wall,WAS,17/18,19.4,3.7,9.6,0.524,2.7,0,12
Tyson Chandler,PHO,17/18,6.5,9.1,1.2,0.256,2.7,0,23
Salah Mejri,DAL,17/18,3.5,4.0,0.6,0.293,2.7,0,21
Tim Hardaway Jr.,NYK,17/18,17.5,3.9,2.7,0.354,2.6,0,17
Wesley Matthews,DAL,17/18,12.7,3.1,2.7,0.293,2.6,0,21
Thabo Sefolosha,UTA,17/18,8.2,4.2,0.9,0.585,2.6,0,8
Justise Winslow,MIA,17/18,7.8,5.4,2.2,0.537,2.6,0,11
Patrick Patterson,OKC,17/18,3.9,2.4,0.7,0.585,2.6,0,8
Evan Turner,POR,17/18,8.2,3.1,2.2,0.598,2.6,0,7
Tyson Chandler,NYK,11/12,11.3,9.9,0.9,0.545,9.5,0,10
James Harden,OKC,11/12,16.8,4.1,3.7,0.712,9.3,0,2
Blake Griffin,LAC,11/12,20.7,10.9,3.2,0.606,9.2,0,6
Joakim Noah,CHI,11/12,10.2,9.8,2.5,0.758,9.0,0,1
Ryan Anderson,ORL,11/12,16.1,7.7,0.9,0.561,8.9,0,9
Pau Gasol,LAL,11/12,17.4,10.4,3.6,0.621,8.3,0,5
Marc Gasol,MEM,11/12,14.6,8.9,3.1,0.621,8.2,0,5
Andrew Bynum,LAL,11/12,18.7,11.8,1.4,0.621,8.0,0,5
Paul Millsap,UTA,11/12,16.6,8.8,2.3,0.545,7.8,0,10
Carlos Boozer,CHI,11/12,15.0,8.5,1.9,0.758,7.6,0,1
Marcin Gortat,PHO,11/12,15.4,10.0,0.9,0.5,7.6,0,13
Al Jefferson,UTA,11/12,19.2,9.6,2.2,0.545,7.5,0,10
Andre Iguodala,PHI,11/12,12.4,6.1,5.5,0.53,7.3,0,11
LaMarcus Aldridge,POR,11/12,21.7,8.0,2.4,0.424,7.0,0,15
Paul Pierce,BOS,11/12,19.4,5.2,4.5,0.591,7.0,0,7
Greg Monroe,DET,11/12,15.4,9.7,2.3,0.379,7.0,0,17
Ty Lawson,DEN,11/12,16.4,3.7,6.6,0.576,6.9,0,8
Kevin Garnett,BOS,11/12,15.8,8.2,2.9,0.591,6.9,0,7
Chris Bosh,MIA,11/12,18.0,7.9,1.8,0.697,6.9,0,3
Josh Smith,ATL,11/12,18.8,9.6,3.9,0.606,6.8,0,6
Danny Granger,IND,11/12,18.7,5.0,1.8,0.636,6.7,0,4
Mike Conley,MEM,11/12,12.7,2.5,6.5,0.621,6.4,0,5
Ersan İlyasova,MIL,11/12,13.0,8.8,1.2,0.47,6.4,0,14
Thaddeus Young,PHI,11/12,12.8,5.2,1.2,0.53,6.3,0,11
Carmelo Anthony,NYK,11/12,22.6,6.3,3.6,0.545,6.2,0,10
Serge Ibaka,OKC,11/12,9.1,7.5,0.4,0.712,6.2,0,2
Roy Hibbert,IND,11/12,12.8,8.8,1.7,0.636,6.2,0,4
Lou Williams,PHI,11/12,14.9,2.4,3.5,0.53,6.1,0,11
Elton Brand,PHI,11/12,11.0,7.2,1.6,0.53,6.1,0,11
Rudy Gay,MEM,11/12,19.0,6.4,2.3,0.621,6.0,0,5
Paul George,IND,11/12,12.1,5.6,2.4,0.636,6.0,0,4
Jeff Teague,ATL,11/12,12.6,2.4,4.9,0.606,6.0,0,6
David West,IND,11/12,12.8,6.6,2.1,0.636,5.9,0,4
Luol Deng,CHI,11/12,15.3,6.5,2.9,0.758,5.8,0,1
DeAndre Jordan,LAC,11/12,7.4,8.3,0.3,0.606,5.6,0,6
Brandon Jennings,MIL,11/12,19.1,3.4,5.5,0.47,5.5,0,14
Kawhi Leonard,SAS,11/12,7.9,5.1,1.1,0.758,5.5,0,1
Kris Humphries,NJN,11/12,13.8,11.0,1.5,0.333,5.3,0,19
Arron Afflalo,DEN,11/12,15.2,3.2,2.4,0.576,5.3,0,8
Kyle Korver,CHI,11/12,8.1,2.4,1.7,0.758,5.3,0,1
JJ Redick,ORL,11/12,11.6,2.3,2.5,0.561,5.2,0,9
José Calderón,TOR,11/12,10.5,3.0,8.8,0.348,5.1,0,18
Jared Dudley,PHO,11/12,12.7,4.6,1.7,0.5,5.1,0,13
Goran Dragić,HOU,11/12,11.7,2.5,5.3,0.515,5.1,0,12
Zaza Pachulia,ATL,11/12,7.8,7.9,1.4,0.606,5.0,0,6
David Lee,GSW,11/12,20.1,9.6,2.8,0.348,5.0,0,18
Kyle Lowry,HOU,11/12,14.3,4.5,6.6,0.515,4.9,0,12
Marvin Williams,ATL,11/12,10.2,5.2,1.2,0.606,4.9,0,6
Gordon Hayward,UTA,11/12,11.8,3.5,3.1,0.545,4.9,0,10
Wesley Matthews,POR,11/12,13.7,3.4,1.7,0.424,4.8,0,15
Nicolas Batum,POR,11/12,13.9,4.6,1.4,0.424,4.8,0,15
Brandon Bass,BOS,11/12,12.5,6.2,0.9,0.591,4.7,0,7
Ray Allen,BOS,11/12,14.2,3.1,2.4,0.591,4.7,0,7
Tiago Splitter,SAS,11/12,9.3,5.2,1.1,0.758,4.6,0,1
Kenneth Faried,DEN,11/12,10.2,7.7,0.8,0.576,4.6,0,8
Danny Green,SAS,11/12,9.1,3.5,1.3,0.758,4.5,0,1
Nikola Peković,MIN,11/12,13.9,7.4,0.7,0.394,4.5,0,16
Rodney Stuckey,DET,11/12,14.8,2.6,3.8,0.379,4.5,0,17
Taj Gibson,CHI,11/12,7.7,5.3,0.7,0.758,4.5,0,1
Mike Dunleavy,MIL,11/12,12.3,3.7,2.1,0.47,4.4,0,14
Isaiah Thomas,SAC,11/12,11.5,2.6,4.1,0.333,4.3,0,19
Matt Barnes,LAL,11/12,7.8,5.5,2.0,0.621,4.3,0,5
Mario Chalmers,MIA,11/12,9.8,2.7,3.5,0.697,4.3,0,3
Manu Ginóbili,SAS,11/12,12.9,3.4,4.4,0.758,4.2,0,1
Jrue Holiday,PHI,11/12,13.5,3.3,4.5,0.53,4.2,0,11
DeMarcus Cousins,SAC,11/12,18.1,11.0,1.6,0.333,4.2,0,19
Devin Harris,UTA,11/12,11.3,1.8,5.0,0.545,4.2,0,10
Tony Allen,MEM,11/12,9.8,4.0,1.4,0.621,4.2,0,5
Amar'e Stoudemire,NYK,11/12,17.5,7.8,1.1,0.545,4.1,0,10
Jodie Meeks,PHI,11/12,8.4,2.4,0.8,0.53,4.1,0,11
Samuel Dalembert,HOU,11/12,7.5,7.0,0.5,0.515,4.1,0,12
Deron Williams,NJN,11/12,21.0,3.3,8.7,0.333,4.1,0,19
Kyrie Irving,CLE,11/12,18.5,3.7,5.4,0.318,4.1,0,20
DeJuan Blair,SAS,11/12,9.5,5.5,1.2,0.758,4.0,0,1
George Hill,IND,11/12,9.6,3.0,2.9,0.636,4.0,0,4
Amir Johnson,TOR,11/12,7.1,6.4,1.2,0.348,4.0,0,18
Matt Bonner,SAS,11/12,6.6,3.3,0.9,0.758,4.0,0,1
Danilo Gallinari,DEN,11/12,14.6,4.7,2.7,0.576,3.9,0,8
Jason Thompson,SAC,11/12,9.1,6.9,1.2,0.333,3.9,0,19
Tyler Hansbrough,IND,11/12,9.3,4.4,0.5,0.636,3.9,0,4
Steve Novak,NYK,11/12,8.8,1.9,0.2,0.545,3.9,0,10
Ronnie Brewer,CHI,11/12,6.9,3.5,2.1,0.758,3.9,0,1
Ed Davis,TOR,11/12,6.3,6.6,0.9,0.348,3.9,0,18
Jason Terry,DAL,11/12,15.1,2.4,3.6,0.545,3.8,0,10
Darren Collison,IND,11/12,10.4,3.1,4.8,0.636,3.8,0,4
Marcus Thornton,SAC,11/12,18.7,3.7,1.9,0.333,3.8,0,19
Jarrett Jack,NOH,11/12,15.6,3.9,6.3,0.318,3.8,0,20
Channing Frye,PHO,11/12,10.5,5.9,1.4,0.5,3.7,0,13
Shawn Marion,DAL,11/12,10.6,7.4,2.1,0.545,3.7,0,10
Drew Gooden,MIL,11/12,13.7,6.5,2.6,0.47,3.6,0,14
Brandan Wright,DAL,11/12,6.9,3.6,0.3,0.545,3.5,0,10
Brandon Rush,GSW,11/12,9.8,3.9,1.4,0.348,3.5,0,18
John Wall,WAS,11/12,16.3,4.5,8.0,0.303,3.5,0,21
Nick Collison,OKC,11/12,4.5,4.3,1.3,0.712,3.5,0,2
Udonis Haslem,MIA,11/12,6.0,7.3,0.7,0.697,3.5,0,3
Jameer Nelson,ORL,11/12,11.9,3.2,5.7,0.561,3.5,0,9
O.J. Mayo,MEM,11/12,12.6,3.2,2.6,0.621,3.5,0,5
Dante Cunningham,MEM,11/12,5.2,3.8,0.6,0.621,3.4,0,5
Luis Scola,HOU,11/12,15.5,6.5,2.1,0.515,3.4,0,12
Joel Anthony,MIA,11/12,3.4,3.9,0.1,0.697,3.4,0,3
Ian Mahinmi,DAL,11/12,5.8,4.7,0.2,0.545,3.4,0,10
Dorell Wright,GSW,11/12,10.3,4.6,1.5,0.348,3.4,0,18
Chandler Parsons,HOU,11/12,9.5,4.8,2.1,0.515,3.4,0,12
Landry Fields,NYK,11/12,8.8,4.2,2.6,0.545,3.4,0,10
Jonas Jerebko,DET,11/12,8.7,4.8,0.7,0.379,3.3,0,17
Kevin Martin,HOU,11/12,17.0,2.6,2.8,0.515,3.3,0,12
Luke Ridnour,MIN,11/12,12.1,2.7,4.8,0.394,3.3,0,16
Shane Battier,MIA,11/12,4.8,2.4,1.3,0.697,3.3,0,3
Al Harrington,DEN,11/12,14.2,6.1,1.4,0.576,3.2,0,8
Gustavo Ayón,NOH,11/12,5.9,4.9,1.4,0.318,3.2,0,20
Randy Foye,LAC,11/12,11.0,2.1,2.2,0.606,3.2,0,6
Courtney Lee,HOU,11/12,11.4,2.7,1.5,0.515,3.2,0,12
Antawn Jamison,CLE,11/12,17.2,6.3,2.0,0.318,3.1,0,20
Derrick Favors,UTA,11/12,8.8,6.5,0.7,0.545,3.0,0,10
Chase Budinger,HOU,11/12,9.6,3.7,1.3,0.515,3.0,0,12
Jason Kidd,DAL,11/12,6.2,4.1,5.5,0.545,3.0,0,10
Trevor Booker,WAS,11/12,8.4,6.5,0.8,0.303,3.0,0,21
Andre Miller,DEN,11/12,9.7,3.3,6.7,0.576,2.9,0,8
Spencer Hawes,PHI,11/12,9.6,7.3,2.6,0.53,2.9,0,11
Marco Belinelli,NOH,11/12,11.8,2.6,1.5,0.318,2.9,0,20
Vince Carter,DAL,11/12,10.1,3.4,2.3,0.545,2.9,0,10
Carl Landry,NOH,11/12,12.5,5.2,0.9,0.318,2.9,0,20
Mo Williams,LAC,11/12,13.2,1.9,3.1,0.606,2.8,0,6
Jason Richardson,ORL,11/12,11.6,3.6,2.0,0.561,2.8,0,9
Nate Robinson,GSW,11/12,11.2,2.0,4.5,0.348,2.8,0,18
Jeremy Lin,NYK,11/12,14.6,3.1,6.2,0.545,2.7,0,10
Brendan Haywood,DAL,11/12,5.2,6.0,0.4,0.545,2.7,0,10
Greg Stiemsma,BOS,11/12,2.9,3.2,0.5,0.591,2.7,0,7
Kosta Koufos,DEN,11/12,5.5,5.4,0.3,0.576,2.7,0,8
Marreese Speights,MEM,11/12,8.8,6.2,0.8,0.621,2.7,0,5
Tyreke Evans,SAC,11/12,16.5,4.6,4.5,0.333,2.7,0,19
C.J. Watson,CHI,11/12,9.7,2.1,4.1,0.758,2.6,0,1
Metta World Peace,LAL,11/12,7.7,3.4,2.2,0.621,2.6,0,5
Ömer Aşık,CHI,11/12,3.1,5.3,0.5,0.758,2.6,0,1
James Johnson,TOR,11/12,9.1,4.7,2.0,0.348,2.6,0,18
Gary Neal,SAS,11/12,9.9,2.1,2.1,0.758,2.5,0,1
DeMar DeRozan,TOR,11/12,16.7,3.3,2.0,0.348,2.5,0,18
J.R. Smith,NYK,11/12,12.5,3.9,2.4,0.545,2.5,0,10
Iman Shumpert,NYK,11/12,9.5,3.2,2.8,0.545,2.4,0,10
Avery Bradley,BOS,11/12,7.6,1.8,1.4,0.591,2.4,0,7
Evan Turner,PHI,11/12,9.4,5.8,2.8,0.53,2.4,0,11
Alonzo Gee,CLE,11/12,10.6,5.1,1.8,0.318,2.4,0,20
Carlos Delfino,MIL,11/12,9.0,3.9,2.3,0.47,2.4,0,14
Luc Mbah a Moute,MIL,11/12,7.7,5.3,0.7,0.47,2.4,0,14
Willie Green,ATL,11/12,7.6,1.5,0.8,0.606,2.4,0,6
Kevin Séraphin,WAS,11/12,7.9,4.9,0.6,0.303,2.3,0,21
Jamal Crawford,POR,11/12,14.0,2.0,3.2,0.424,2.3,0,15
Caron Butler,LAC,11/12,12.0,3.7,1.2,0.606,2.3,0,6
Greivis Vásquez,NOH,11/12,8.9,2.6,5.4,0.318,2.3,0,20
Corey Brewer,DEN,11/12,8.9,2.5,1.5,0.576,2.3,0,8
Derrick Brown,CHO,11/12,8.1,3.6,1.0,0.106,2.3,0,22
Andrea Bargnani,TOR,11/12,19.5,5.5,2.0,0.348,2.2,0,18
Trevor Ariza,NOH,11/12,10.8,5.2,3.3,0.318,2.2,0,20
Rodrigue Beaubois,DAL,11/12,8.9,2.8,2.9,0.545,2.2,0,10
Ivan Johnson,ATL,11/12,6.4,4.0,0.6,0.606,2.2,0,6
Stephen Curry,GSW,11/12,14.7,3.4,5.3,0.348,2.2,0,18
Jason Smith,NOH,11/12,9.9,4.9,0.8,0.318,2.2,0,20
Delonte West,DAL,11/12,9.6,2.3,3.2,0.545,2.2,0,10
John Lucas III,CHI,11/12,7.5,1.6,2.2,0.758,2.2,0,1
Anderson Varejão,CLE,11/12,10.8,11.5,1.7,0.318,2.1,0,20
Robin Lopez,PHO,11/12,5.4,3.3,0.3,0.5,2.1,0,13
Tayshaun Prince,DET,11/12,12.7,4.5,2.4,0.379,2.1,0,17
Shelden Williams,NJN,11/12,4.6,6.0,0.6,0.333,2.1,0,19
Hedo Türkoğlu,ORL,11/12,10.9,3.8,4.4,0.561,2.1,0,9
Zach Randolph,MEM,11/12,11.6,8.0,1.7,0.621,2.1,0,5
Jerryd Bayless,TOR,11/12,11.4,2.1,3.8,0.348,2.0,0,18
Kendrick Perkins,OKC,11/12,5.1,6.6,1.2,0.712,2.0,0,2
Ricky Rubio,MIN,11/12,10.6,4.2,8.2,0.394,2.0,0,16
Dahntay Jones,IND,11/12,5.3,1.8,1.0,0.636,2.0,0,4
Chris Andersen,DEN,11/12,5.2,4.6,0.2,0.576,1.9,0,8
Nikola Vučević,PHI,11/12,5.5,4.8,0.6,0.53,1.8,0,11
Thabo Sefolosha,OKC,11/12,4.8,3.0,1.1,0.712,1.8,0,2
Jordan Farmar,NJN,11/12,10.4,1.6,3.3,0.333,1.8,0,19
Kirk Hinrich,ATL,11/12,6.6,2.1,2.8,0.606,1.8,0,6
Mike Miller,MIA,11/12,6.1,3.3,1.1,0.697,1.8,0,3
Derrick Williams,MIN,11/12,8.8,4.7,0.6,0.394,1.8,0,16
Rudy Gobert,UTA,19/20,15.1,13.5,1.5,0.611,10.7,0,8
Hassan Whiteside,POR,19/20,15.5,13.5,1.2,0.473,8.5,0,13
Bam Adebayo,MIA,19/20,15.9,10.2,5.1,0.603,8.5,0,9
Jarrett Allen,BRK,19/20,11.1,9.6,1.6,0.486,8.2,0,12
Khris Middleton,MIL,19/20,20.9,6.2,4.3,0.767,7.9,0,1
Domantas Sabonis,IND,19/20,18.5,12.4,5.0,0.616,7.5,0,7
Devin Booker,PHO,19/20,26.6,4.2,6.5,0.466,7.5,0,14
Kyle Lowry,TOR,19/20,19.4,5.0,7.5,0.736,7.5,0,2
DeMar DeRozan,SAS,19/20,22.1,5.5,5.6,0.451,7.3,0,16
Jonas Valančiūnas,MEM,19/20,14.9,11.3,1.9,0.466,7.0,0,14
Montrezl Harrell,LAC,19/20,18.6,7.1,1.7,0.681,7.0,0,4
Ben Simmons,PHI,19/20,16.4,7.8,8.0,0.589,6.9,0,10
Mitchell Robinson,NYK,19/20,9.7,7.0,0.6,0.318,6.8,0,22
Ivica Zubac,LAC,19/20,8.3,7.5,1.1,0.681,6.6,0,4
Daniel Theis,BOS,19/20,9.2,6.6,1.7,0.667,6.5,0,5
T.J. Warren,IND,19/20,19.8,4.2,1.5,0.616,6.5,0,7
Steven Adams,OKC,19/20,10.9,9.3,2.3,0.611,6.5,0,8
Nikola Vučević,ORL,19/20,19.6,10.9,3.6,0.452,6.4,0,15
Danilo Gallinari,OKC,19/20,18.7,5.2,1.9,0.611,6.3,0,8
Tobias Harris,PHI,19/20,19.6,6.9,3.2,0.589,6.2,0,10
Shai Gilgeous-Alexander,OKC,19/20,19.0,5.9,3.3,0.611,6.1,0,8
Joel Embiid,PHI,19/20,23.0,11.6,3.0,0.589,6.0,0,10
Kemba Walker,BOS,19/20,20.4,3.9,4.8,0.667,5.9,0,5
Trae Young,ATL,19/20,29.6,4.2,9.3,0.299,5.9,0,24
Fred VanVleet,TOR,19/20,17.6,3.8,6.6,0.736,5.8,0,2
OG Anunoby,TOR,19/20,10.6,5.3,1.6,0.736,5.7,0,2
Gordon Hayward,BOS,19/20,17.5,6.7,4.1,0.667,5.7,0,5
George Hill,MIL,19/20,9.4,3.0,3.1,0.767,5.5,0,1
Brook Lopez,MIL,19/20,12.0,4.6,1.5,0.767,5.5,0,1
Donovan Mitchell,UTA,19/20,24.0,4.4,4.3,0.611,5.4,0,8
Eric Bledsoe,MIL,19/20,14.9,4.6,5.4,0.767,5.4,0,1
Al Horford,PHI,19/20,11.9,6.8,4.0,0.589,5.4,0,10
Dwight Howard,LAL,19/20,7.5,7.3,0.7,0.732,5.4,0,3
Nemanja Bjelica,SAC,19/20,11.5,6.4,2.8,0.431,5.3,0,17
Duncan Robinson,MIA,19/20,13.5,3.2,1.4,0.603,5.3,0,9
Kristaps Porziņģis,DAL,19/20,20.4,9.5,1.8,0.573,5.2,0,11
DeAndre Jordan,BRK,19/20,8.3,10.0,1.9,0.486,5.2,0,12
Christian Wood,DET,19/20,13.1,6.3,1.0,0.303,5.1,0,23
Brandon Ingram,NOP,19/20,23.8,6.1,4.2,0.417,5.1,0,18
Bradley Beal,WAS,19/20,30.5,4.2,6.1,0.347,5.1,0,20
Karl-Anthony Towns,MIN,19/20,26.5,10.8,4.4,0.297,5.1,0,25
Brandon Clarke,MEM,19/20,12.1,5.9,1.4,0.466,5.0,0,14
Jaylen Brown,BOS,19/20,20.3,6.4,2.1,0.667,4.9,0,5
John Collins,ATL,19/20,21.6,10.1,1.5,0.299,4.9,0,24
Ricky Rubio,PHO,19/20,13.0,4.7,8.8,0.466,4.9,0,14
Nerlens Noel,OKC,19/20,7.4,4.9,0.9,0.611,4.9,0,8
Clint Capela,HOU,19/20,13.9,13.8,1.2,0.611,4.9,0,8
Richaun Holmes,SAC,19/20,12.2,8.1,1.0,0.431,4.9,0,17
Dorian Finney-Smith,DAL,19/20,9.5,5.7,1.6,0.573,4.9,0,11
Maxi Kleber,DAL,19/20,9.1,5.2,1.2,0.573,4.8,0,11
Mikal Bridges,PHO,19/20,9.1,4.0,1.8,0.466,4.8,0,14
Spencer Dinwiddie,BRK,19/20,20.6,3.5,6.8,0.486,4.8,0,12
Joe Ingles,UTA,19/20,9.8,3.9,5.2,0.611,4.8,0,8
Paul George,LAC,19/20,21.5,5.7,3.9,0.681,4.8,0,4
JaVale McGee,LAL,19/20,6.6,5.7,0.5,0.732,4.7,0,3
Norman Powell,TOR,19/20,16.0,3.7,1.8,0.736,4.6,0,2
Evan Fournier,ORL,19/20,18.5,2.6,3.2,0.452,4.6,0,15
Harrison Barnes,SAC,19/20,14.5,4.9,2.2,0.431,4.6,0,17
Marcus Smart,BOS,19/20,12.9,3.8,4.8,0.667,4.5,0,5
LaMarcus Aldridge,SAS,19/20,18.9,7.4,2.4,0.451,4.5,0,16
Tim Hardaway Jr.,DAL,19/20,15.8,3.3,1.9,0.573,4.4,0,11
Delon Wright,DAL,19/20,6.9,3.8,3.3,0.573,4.4,0,11
Derrick Jones Jr.,MIA,19/20,8.5,3.9,1.1,0.603,4.4,0,9
Enes Freedom,BOS,19/20,8.1,7.4,1.0,0.667,4.4,0,5
Jerami Grant,DEN,19/20,12.0,3.5,1.2,0.63,4.4,0,6
Royce O'Neale,UTA,19/20,6.3,5.5,2.5,0.611,4.3,0,8
Joe Harris,BRK,19/20,14.5,4.3,2.1,0.486,4.3,0,12
Seth Curry,DAL,19/20,12.4,2.3,1.9,0.573,4.3,0,11
Donte DiVincenzo,MIL,19/20,9.2,4.8,2.3,0.767,4.3,0,1
Jamal Murray,DEN,19/20,18.5,4.0,4.8,0.63,4.3,0,6
Justin Holiday,IND,19/20,8.3,3.3,1.3,0.616,4.2,0,7
Myles Turner,IND,19/20,12.1,6.6,1.2,0.616,4.2,0,7
Will Barton,DEN,19/20,15.1,6.3,3.7,0.63,4.2,0,6
Derrick Favors,NOP,19/20,9.0,9.8,1.6,0.417,4.2,0,18
Russell Westbrook,HOU,19/20,27.2,7.9,7.0,0.611,4.2,0,8
Bojan Bogdanović,UTA,19/20,20.2,4.1,2.1,0.611,4.2,0,8
Derrick White,SAS,19/20,11.2,3.3,3.5,0.451,4.2,0,16
JJ Redick,NOP,19/20,15.3,2.5,2.0,0.417,4.1,0,18
CJ McCollum,POR,19/20,22.2,4.2,4.4,0.473,4.1,0,13
Lou Williams,LAC,19/20,18.2,3.1,5.6,0.681,4.1,0,4
P.J. Tucker,HOU,19/20,6.9,6.6,1.6,0.611,4.0,0,8
De'Aaron Fox,SAC,19/20,21.1,3.8,6.8,0.431,4.0,0,17
Jakob Poeltl,SAS,19/20,5.6,5.7,1.8,0.451,4.0,0,16
Zach LaVine,CHI,19/20,25.5,4.8,4.2,0.338,4.0,0,21
Malcolm Brogdon,IND,19/20,16.5,4.9,7.1,0.616,4.0,0,7
Thomas Bryant,WAS,19/20,13.2,7.2,1.8,0.347,3.9,0,20
Larry Nance Jr.,CLE,19/20,10.1,7.3,2.2,0.292,3.9,0,26
Jrue Holiday,NOP,19/20,19.1,4.8,6.7,0.417,3.9,0,18
Serge Ibaka,TOR,19/20,15.4,8.2,1.4,0.736,3.9,0,2
Jaxson Hayes,NOP,19/20,7.4,4.0,0.9,0.417,3.9,0,18
Chris Boucher,TOR,19/20,6.6,4.5,0.4,0.736,3.8,0,2
Monte Morris,DEN,19/20,9.0,1.9,3.5,0.63,3.8,0,6
Ja Morant,MEM,19/20,17.8,3.9,7.3,0.466,3.8,0,14
Kevin Love,CLE,19/20,17.6,9.8,3.2,0.292,3.8,0,26
Kelly Oubre Jr.,PHO,19/20,18.7,6.4,1.5,0.466,3.8,0,14
Kentavious Caldwell-Pope,LAL,19/20,9.3,2.1,1.6,0.732,3.7,0,3
Aaron Gordon,ORL,19/20,14.4,7.7,3.7,0.452,3.7,0,15
Kelly Olynyk,MIA,19/20,8.2,4.6,1.7,0.603,3.7,0,9
Danuel House Jr.,HOU,19/20,10.5,4.2,1.3,0.611,3.6,0,8
Dennis Schröder,OKC,19/20,18.9,3.6,4.0,0.611,3.6,0,8
Cody Zeller,CHO,19/20,11.1,7.1,1.5,0.354,3.6,0,19
Dwight Powell,DAL,19/20,9.4,5.7,1.5,0.573,3.6,0,11
Dario Šarić,PHO,19/20,10.7,6.2,1.9,0.466,3.6,0,14
Patrick Beverley,LAC,19/20,7.9,5.2,3.6,0.681,3.6,0,4
Ersan İlyasova,MIL,19/20,6.6,4.8,0.8,0.767,3.6,0,1
Dāvis Bertāns,WAS,19/20,15.4,4.5,1.7,0.347,3.5,0,20
Goran Dragić,MIA,19/20,16.2,3.2,5.1,0.603,3.5,0,9
Brad Wanamaker,BOS,19/20,6.9,2.0,2.5,0.667,3.5,0,5
Tomáš Satoranský,CHI,19/20,9.9,3.9,5.4,0.338,3.5,0,21
Paul Millsap,DEN,19/20,11.6,5.7,1.6,0.63,3.5,0,6
Jaren Jackson Jr.,MEM,19/20,17.4,4.6,1.4,0.466,3.5,0,14
Rondae Hollis-Jefferson,TOR,19/20,7.0,4.7,1.8,0.736,3.4,0,2
Marquese Chriss,GSW,19/20,9.3,6.2,1.9,0.231,3.4,0,27
Mason Plumlee,DEN,19/20,7.2,5.2,2.5,0.63,3.4,0,6
Danny Green,LAL,19/20,8.0,3.3,1.3,0.732,3.4,0,3
Pat Connaughton,MIL,19/20,5.4,4.2,1.6,0.767,3.4,0,1
Devonte' Graham,CHO,19/20,18.2,3.4,7.5,0.354,3.4,0,19
Ben McLemore,HOU,19/20,10.1,2.2,0.8,0.611,3.3,0,8
Doug McDermott,IND,19/20,10.3,2.5,1.1,0.616,3.3,0,7
T.J. McConnell,IND,19/20,6.5,2.7,5.0,0.616,3.3,0,7
Wendell Carter Jr.,CHI,19/20,11.3,9.4,1.2,0.338,3.3,0,21
Tony Bradley,UTA,19/20,4.9,4.6,0.4,0.611,3.3,0,8
Wesley Matthews,MIL,19/20,7.4,2.5,1.4,0.767,3.2,0,1
Deandre Ayton,PHO,19/20,18.2,11.5,1.9,0.466,3.1,0,14
Josh Hart,NOP,19/20,10.1,6.5,1.7,0.417,3.1,0,18
JaMychal Green,LAC,19/20,6.8,6.2,0.8,0.681,3.1,0,4
Terence Davis,TOR,19/20,7.5,3.3,1.6,0.736,3.1,0,2
Bogdan Bogdanović,SAC,19/20,15.1,3.4,3.4,0.431,3.1,0,17
Langston Galloway,DET,19/20,10.3,2.3,1.5,0.303,3.1,0,23
Tristan Thompson,CLE,19/20,12.0,10.1,2.1,0.292,3.1,0,26
Terrence Ross,ORL,19/20,14.7,3.2,1.2,0.452,3.0,0,15
